33	-1,1.012619,2,56,58,86
33	-1,1.012619,2,56,58,86
33	1.012538
34	0.980655
34	-1,0.980735,0,7,77,78
34	-1,0.980735,0,7,77,78
34	-1,0.980735,0,7,77,78
34	-1,0.980735,0,7,77,78
35	0.511553
35	-1,0.511582,12,18,62,64,65,66,83,91
35	-1,0.511582,12,18,62,64,65,66,83,91
35	-1,0.511582,12,18,62,64,65,66,83,91
35	-1,0.511582,12,18,62,64,65,66,83,91
35	-1,0.511582,12,18,62,64,65,66,83,91
35	-1,0.511582,12,18,62,64,65,66,83,91
35	-1,0.511582,12,18,62,64,65,66,83,91
35	-1,0.511582,12,18,62,64,65,66,83,91
36	0.779234
36	-1,0.779290,12,20,30,34,61,75,77,99
36	-1,0.779290,12,20,30,34,61,75,77,99
36	-1,0.779290,12,20,30,34,61,75,77,99
36	-1,0.779290,12,20,30,34,61,75,77,99
36	-1,0.779290,12,20,30,34,61,75,77,99
36	-1,0.779290,12,20,30,34,61,75,77,99
36	-1,0.779290,12,20,30,34,61,75,77,99
36	-1,0.779290,12,20,30,34,61,75,77,99
37	1.334077
37	13,1.334189,40,59,71,97
37	13,1.334189,40,59,71,97
37	13,1.334189,40,59,71,97
37	13,1.334189,40,59,71,97
38	1.184905
38	22,1.184998,30,41,98
38	22,1.184998,30,41,98
38	22,1.184998,30,41,98
39	1.232604
39	18,1.232704,31,43,68,71,92
39	18,1.232704,31,43,68,71,92
39	18,1.232704,31,43,68,71,92
39	18,1.232704,31,43,68,71,92
39	18,1.232704,31,43,68,71,92
4	0.753582
4	-1,0.753639,24,42,46,86
4	-1,0.753639,24,42,46,86
4	-1,0.753639,24,42,46,86
4	-1,0.753639,24,42,46,86
40	0.745241
40	-1,0.745297,7,71,72,73
40	-1,0.745297,7,71,72,73
40	-1,0.745297,7,71,72,73
40	-1,0.745297,7,71,72,73
41	0.960784
41	-1,0.960856,44,45,49,66
41	-1,0.960856,44,45,49,66
41	-1,0.960856,44,45,49,66
41	-1,0.960856,44,45,49,66
42	0.578630
42	-1,0.578669,36,45,70,89,99
42	-1,0.578669,36,45,70,89,99
42	-1,0.578669,36,45,70,89,99
42	-1,0.578669,36,45,70,89,99
42	-1,0.578669,36,45,70,89,99
43	0.953140
43	-1,0.953219,4,21,24,56,67,68,80,86,90
43	-1,0.953219,4,21,24,56,67,68,80,86,90
43	-1,0.953219,4,21,24,56,67,68,80,86,90
43	-1,0.953219,4,21,24,56,67,68,80,86,90
43	-1,0.953219,4,21,24,56,67,68,80,86,90
43	-1,0.953219,4,21,24,56,67,68,80,86,90
43	-1,0.953219,4,21,24,56,67,68,80,86,90
43	-1,0.953219,4,21,24,56,67,68,80,86,90
43	-1,0.953219,4,21,24,56,67,68,80,86,90
44	0.634186
44	-1,0.634229,17,37,38
44	-1,0.634229,17,37,38
44	-1,0.634229,17,37,38
45	1.463260
45	9,1.463382,18,53,58,83,86,90
45	9,1.463382,18,53,58,83,86,90
45	9,1.463382,18,53,58,83,86,90
45	9,1.463382,18,53,58,83,86,90
45	9,1.463382,18,53,58,83,86,90
45	9,1.463382,18,53,58,83,86,90
46	0.828797
46	-1,0.828862,78
47	0.519755
47	-1,0.519789,5,14,52,70,73
47	-1,0.519789,5,14,52,70,73
47	-1,0.519789,5,14,52,70,73
47	-1,0.519789,5,14,52,70,73
47	-1,0.519789,5,14,52,70,73
48	-1,0.519789,18,39,61,79,89
48	-1,0.519789,18,39,61,79,89
48	-1,0.519789,18,39,61,79,89
48	-1,0.519789,18,39,61,79,89
48	-1,0.519789,18,39,61,79,89
49	1.159432
49	24,1.159530,2,29,31,39,84
49	24,1.159530,2,29,31,39,84
49	24,1.159530,2,29,31,39,84
49	24,1.159530,2,29,31,39,84
49	24,1.159530,2,29,31,39,84
5	0.485754
5	-1,0.485782,2,9,24,50,61,81,98
5	-1,0.485782,2,9,24,50,61,81,98
5	-1,0.485782,2,9,24,50,61,81,98
5	-1,0.485782,2,9,24,50,61,81,98
5	-1,0.485782,2,9,24,50,61,81,98
5	-1,0.485782,2,9,24,50,61,81,98
5	-1,0.485782,2,9,24,50,61,81,98
50	0.837925
50	-1,0.837989,0,20,46,68
50	-1,0.837989,0,20,46,68
50	-1,0.837989,0,20,46,68
50	-1,0.837989,0,20,46,68
51	0.937891
51	-1,0.937964,38,45,61,71
51	-1,0.937964,38,45,61,71
51	-1,0.937964,38,45,61,71
51	-1,0.937964,38,45,61,71
52	0.872009
52	-1,0.872075,27,31,64,91
52	-1,0.872075,27,31,64,91
52	-1,0.872075,27,31,64,91
52	-1,0.872075,27,31,64,91
53	0.607686
53	-1,0.607728,2,13,65,78,95
53	-1,0.607728,2,13,65,78,95
53	-1,0.607728,2,13,65,78,95
53	-1,0.607728,2,13,65,78,95
53	-1,0.607728,2,13,65,78,95
54	0.694808
54	-1,0.694856,12,69,77
54	-1,0.694856,12,69,77
54	-1,0.694856,12,69,77
55	0.688977
55	-1,0.689028,10,19,22,25,51,58,62
55	-1,0.689028,10,19,22,25,51,58,62
55	-1,0.689028,10,19,22,25,51,58,62
55	-1,0.689028,10,19,22,25,51,58,62
55	-1,0.689028,10,19,22,25,51,58,62
55	-1,0.689028,10,19,22,25,51,58,62
55	-1,0.689028,10,19,22,25,51,58,62
56	0.549447
56	-1,0.549486,29,36,80,96,98
56	-1,0.549486,29,36,80,96,98
56	-1,0.549486,29,36,80,96,98
56	-1,0.549486,29,36,80,96,98
56	-1,0.549486,29,36,80,96,98
57	0.836999
57	-1,0.837063,86,94,96,98
57	-1,0.837063,86,94,96,98
57	-1,0.837063,86,94,96,98
57	-1,0.837063,86,94,96,98
58	0.886669
58	-1,0.886736,16,38,71,73,78
58	-1,0.886736,16,38,71,73,78
58	-1,0.886736,16,38,71,73,78
58	-1,0.886736,16,38,71,73,78
58	-1,0.886736,16,38,71,73,78
59	0.507756
59	-1,0.507788,10,24,69,92
59	-1,0.507788,10,24,69,92
59	-1,0.507788,10,24,69,92
59	-1,0.507788,10,24,69,92
6	0.714387
6	-1,0.714438,15,22,58,80
6	-1,0.714438,15,22,58,80
6	-1,0.714438,15,22,58,80
6	-1,0.714438,15,22,58,80
60	0.554313
60	-1,0.554352,14,49,53,56,65
60	-1,0.554352,14,49,53,56,65
60	-1,0.554352,14,49,53,56,65
60	-1,0.554352,14,49,53,56,65
60	-1,0.554352,14,49,53,56,65
61	0.819690
61	-1,0.819752,6,9,18,20,99
61	-1,0.819752,6,9,18,20,99
61	-1,0.819752,6,9,18,20,99
61	-1,0.819752,6,9,18,20,99
61	-1,0.819752,6,9,18,20,99
62	-1,1.047915,11,22,33,91
62	-1,1.047915,11,22,33,91
62	-1,1.047915,11,22,33,91
62	-1,1.047915,11,22,33,91
62	1.047830
63	1.746994
63	4,1.747140,3,64,65,72
63	4,1.747140,3,64,65,72
63	4,1.747140,3,64,65,72
63	4,1.747140,3,64,65,72
64	-1,1.028727,3,27,28,31,33,39,78
64	-1,1.028727,3,27,28,31,33,39,78
64	-1,1.028727,3,27,28,31,33,39,78
64	-1,1.028727,3,27,28,31,33,39,78
64	-1,1.028727,3,27,28,31,33,39,78
64	-1,1.028727,3,27,28,31,33,39,78
64	-1,1.028727,3,27,28,31,33,39,78
64	1.028648
65	-1,1.001233,27,88
65	-1,1.001233,27,88
65	1.001154
66	-1,1.027518,8,19,72,81,83,98
66	-1,1.027518,8,19,72,81,83,98
66	-1,1.027518,8,19,72,81,83,98
66	-1,1.027518,8,19,72,81,83,98
66	-1,1.027518,8,19,72,81,83,98
66	-1,1.027518,8,19,72,81,83,98
66	1.027441
67	0.707396
67	-1,0.707447,2,26,30,31,32,45
67	-1,0.707447,2,26,30,31,32,45
67	-1,0.707447,2,26,30,31,32,45
67	-1,0.707447,2,26,30,31,32,45
67	-1,0.707447,2,26,30,31,32,45
67	-1,0.707447,2,26,30,31,32,45
68	0.915588
68	-1,0.915663,1,6,19,28,40,81,85
68	-1,0.915663,1,6,19,28,40,81,85
68	-1,0.915663,1,6,19,28,40,81,85
68	-1,0.915663,1,6,19,28,40,81,85
68	-1,0.915663,1,6,19,28,40,81,85
68	-1,0.915663,1,6,19,28,40,81,85
68	-1,0.915663,1,6,19,28,40,81,85
69	0.894652
69	-1,0.894717,12,22,42,46,55,72,88
69	-1,0.894717,12,22,42,46,55,72,88
69	-1,0.894717,12,22,42,46,55,72,88
69	-1,0.894717,12,22,42,46,55,72,88
69	-1,0.894717,12,22,42,46,55,72,88
69	-1,0.894717,12,22,42,46,55,72,88
69	-1,0.894717,12,22,42,46,55,72,88
7	-1,1.018169,12,21,38,57,93
7	-1,1.018169,12,21,38,57,93
7	-1,1.018169,12,21,38,57,93
7	-1,1.018169,12,21,38,57,93
7	-1,1.018169,12,21,38,57,93
7	1.018085
70	1.223736
70	19,1.223839,20,63,99
70	19,1.223839,20,63,99
70	19,1.223839,20,63,99
71	1.544570
71	8,1.544704,15,16,45,84,97
71	8,1.544704,15,16,45,84,97
71	8,1.544704,15,16,45,84,97
71	8,1.544704,15,16,45,84,97
71	8,1.544704,15,16,45,84,97
72	1.960037
72	3,1.960207,10,49,51,92,93,95
72	3,1.960207,10,49,51,92,93,95
72	3,1.960207,10,49,51,92,93,95
72	3,1.960207,10,49,51,92,93,95
72	3,1.960207,10,49,51,92,93,95
72	3,1.960207,10,49,51,92,93,95
73	0.547485
73	-1,0.547519,41,50,51,84,92
73	-1,0.547519,41,50,51,84,92
73	-1,0.547519,41,50,51,84,92
73	-1,0.547519,41,50,51,84,92
73	-1,0.547519,41,50,51,84,92
74	0.447761
74	-1,0.447788,35,54,84
74	-1,0.447788,35,54,84
74	-1,0.447788,35,54,84
75	0.439144
75	-1,0.439171,29,34,37,51,54,65,85,91
75	-1,0.439171,29,34,37,51,54,65,85,91
75	-1,0.439171,29,34,37,51,54,65,85,91
75	-1,0.439171,29,34,37,51,54,65,85,91
75	-1,0.439171,29,34,37,51,54,65,85,91
75	-1,0.439171,29,34,37,51,54,65,85,91
75	-1,0.439171,29,34,37,51,54,65,85,91
75	-1,0.439171,29,34,37,51,54,65,85,91
76	0.904551
76	-1,0.904625,9
77	0.638082
77	-1,0.638126,0,5,32,37,40,41,44,69,79,83,85,86,87
77	-1,0.638126,0,5,32,37,40,41,44,69,79,83,85,86,87
77	-1,0.638126,0,5,32,37,40,41,44,69,79,83,85,86,87
77	-1,0.638126,0,5,32,37,40,41,44,69,79,83,85,86,87
77	-1,0.638126,0,5,32,37,40,41,44,69,79,83,85,86,87
77	-1,0.638126,0,5,32,37,40,41,44,69,79,83,85,86,87
77	-1,0.638126,0,5,32,37,40,41,44,69,79,83,85,86,87
77	-1,0.638126,0,5,32,37,40,41,44,69,79,83,85,86,87
77	-1,0.638126,0,5,32,37,40,41,44,69,79,83,85,86,87
77	-1,0.638126,0,5,32,37,40,41,44,69,79,83,85,86,87
77	-1,0.638126,0,5,32,37,40,41,44,69,79,83,85,86,87
77	-1,0.638126,0,5,32,37,40,41,44,69,79,83,85,86,87
77	-1,0.638126,0,5,32,37,40,41,44,69,79,83,85,86,87
78	1.654110
78	6,1.654249,13,19,34,82
78	6,1.654249,13,19,34,82
78	6,1.654249,13,19,34,82
78	6,1.654249,13,19,34,82
79	-1,1.062208,0,26,43,74,90
79	-1,1.062208,0,26,43,74,90
79	-1,1.062208,0,26,43,74,90
79	-1,1.062208,0,26,43,74,90
79	-1,1.062208,0,26,43,74,90
79	1.062124
8	0.349351
8	-1,0.349368,13,41,59,87
8	-1,0.349368,13,41,59,87
8	-1,0.349368,13,41,59,87
8	-1,0.349368,13,41,59,87
80	1.206175
80	21,1.206272,31,79
80	21,1.206272,31,79
81	0.595790
81	-1,0.595830,5,21,26,78,93,96
81	-1,0.595830,5,21,26,78,93,96
81	-1,0.595830,5,21,26,78,93,96
81	-1,0.595830,5,21,26,78,93,96
81	-1,0.595830,5,21,26,78,93,96
81	-1,0.595830,5,21,26,78,93,96
82	0.683263
82	-1,0.683316,2,23,24,32,52,53
82	-1,0.683316,2,23,24,32,52,53
82	-1,0.683316,2,23,24,32,52,53
82	-1,0.683316,2,23,24,32,52,53
82	-1,0.683316,2,23,24,32,52,53
82	-1,0.683316,2,23,24,32,52,53
83	1.293631
83	14,1.293737,1,4,10,18,27,29,70
83	14,1.293737,1,4,10,18,27,29,70
83	14,1.293737,1,4,10,18,27,29,70
83	14,1.293737,1,4,10,18,27,29,70
83	14,1.293737,1,4,10,18,27,29,70
83	14,1.293737,1,4,10,18,27,29,70
83	14,1.293737,1,4,10,18,27,29,70
84	1.079702
84	28,1.079786,9,21
84	28,1.079786,9,21
85	0.704521
85	-1,0.704575,32,54,57,64,69,90,99
85	-1,0.704575,32,54,57,64,69,90,99
85	-1,0.704575,32,54,57,64,69,90,99
85	-1,0.704575,32,54,57,64,69,90,99
85	-1,0.704575,32,54,57,64,69,90,99
85	-1,0.704575,32,54,57,64,69,90,99
85	-1,0.704575,32,54,57,64,69,90,99
86	1.351075
86	12,1.351189,11,60,71,95
86	12,1.351189,11,60,71,95
86	12,1.351189,11,60,71,95
86	12,1.351189,11,60,71,95
87	0.506187
87	-1,0.506217,8,19,20,27,30,47,54,63
87	-1,0.506217,8,19,20,27,30,47,54,63
87	-1,0.506217,8,19,20,27,30,47,54,63
87	-1,0.506217,8,19,20,27,30,47,54,63
87	-1,0.506217,8,19,20,27,30,47,54,63
87	-1,0.506217,8,19,20,27,30,47,54,63
87	-1,0.506217,8,19,20,27,30,47,54,63
87	-1,0.506217,8,19,20,27,30,47,54,63
88	1.282729
88	15,1.282837,21,26,44,50,55,82
88	15,1.282837,21,26,44,50,55,82
88	15,1.282837,21,26,44,50,55,82
88	15,1.282837,21,26,44,50,55,82
88	15,1.282837,21,26,44,50,55,82
88	15,1.282837,21,26,44,50,55,82
89	0.647972
89	-1,0.648017,16,32,35,38,40,57,58
89	-1,0.648017,16,32,35,38,40,57,58
89	-1,0.648017,16,32,35,38,40,57,58
89	-1,0.648017,16,32,35,38,40,57,58
89	-1,0.648017,16,32,35,38,40,57,58
89	-1,0.648017,16,32,35,38,40,57,58
89	-1,0.648017,16,32,35,38,40,57,58
9	1.701767
9	5,1.701913,33,39,41,43,51,69,80
9	5,1.701913,33,39,41,43,51,69,80
9	5,1.701913,33,39,41,43,51,69,80
9	5,1.701913,33,39,41,43,51,69,80
9	5,1.701913,33,39,41,43,51,69,80
9	5,1.701913,33,39,41,43,51,69,80
9	5,1.701913,33,39,41,43,51,69,80
90	0.942143
90	-1,0.942218,1,26,52,93,96
90	-1,0.942218,1,26,52,93,96
90	-1,0.942218,1,26,52,93,96
90	-1,0.942218,1,26,52,93,96
90	-1,0.942218,1,26,52,93,96
91	0.764946
91	-1,0.765000,12,24,66,81,95
91	-1,0.765000,12,24,66,81,95
91	-1,0.765000,12,24,66,81,95
91	-1,0.765000,12,24,66,81,95
91	-1,0.765000,12,24,66,81,95
92	1.645347
92	7,1.645486,22,34,39,57
92	7,1.645486,22,34,39,57
92	7,1.645486,22,34,39,57
92	7,1.645486,22,34,39,57
93	0.970953
93	-1,0.971031,15,43,66,75
93	-1,0.971031,15,43,66,75
93	-1,0.971031,15,43,66,75
93	-1,0.971031,15,43,66,75
94	1.076018
94	29,1.076106,4,17,20,90
94	29,1.076106,4,17,20,90
94	29,1.076106,4,17,20,90
94	29,1.076106,4,17,20,90
95	1.408257
95	10,1.408377,76,88
95	10,1.408377,76,88
96	0.827128
96	-1,0.827188,12,13,24,31,60,74
96	-1,0.827188,12,13,24,31,60,74
96	-1,0.827188,12,13,24,31,60,74
96	-1,0.827188,12,13,24,31,60,74
96	-1,0.827188,12,13,24,31,60,74
96	-1,0.827188,12,13,24,31,60,74
97	1.087470
97	27,1.087563,37,50,62,89
97	27,1.087563,37,50,62,89
97	27,1.087563,37,50,62,89
97	27,1.087563,37,50,62,89
98	1.141152
98	25,1.141240,5,13,15,28,49,66,92,94
98	25,1.141240,5,13,15,28,49,66,92,94
98	25,1.141240,5,13,15,28,49,66,92,94
98	25,1.141240,5,13,15,28,49,66,92,94
98	25,1.141240,5,13,15,28,49,66,92,94
98	25,1.141240,5,13,15,28,49,66,92,94
98	25,1.141240,5,13,15,28,49,66,92,94
98	25,1.141240,5,13,15,28,49,66,92,94
99	1.207806
99	20,1.207900,1,83
99	20,1.207900,1,83
